Kategorie,OSS Richtig,OSS Falsch
Browser,0.496688741721854,0.503311258278146
OS,0.785714285714286,0.214285714285714
Web,0.608695652173913,0.391304347826087
Desktop,0.728110599078341,0.271889400921659
Games,0.142857142857143,0.857142857142857
Total,0.6,0.4
