Category,Using the program,Usage ignored,Not using the program
Browser,0.294736842105263,0.266666666666667,0.246153846153846
OS,0.740740740740741,0.751111111111111,0.760683760683761
Web,0.545454545454545,0.348148148148148,0.159420289855072
Desktop,0.812080536912752,0.533333333333333,0.395348837209302
Games,0.53125,0.454545454545455,0.449244060475162
Total,0.626666666666667,0.484313725490196,0.425
